"","J(cost function)","0","1","2","3"
"74",3.16054487808162,6.87783715004714,8.09066771854374,6.04833342465816,2.06112724892697
"75",3.13954352244721,6.85336463166705,8.12508395168894,6.06447661752254,2.0550382652466
"76",3.11879599267972,6.82904095074019,8.15927942865135,6.08054169063436,2.0489677142767
"77",3.09829918598354,6.8048653223867,8.19325564388035,6.09652903969636,2.04291554689084
"78",3.07805003784771,6.78083694900156,8.22701407282043,6.11243905030598,2.03688170948809
"79",3.05804552156623,6.75695502306071,8.26055617346557,6.12827209937968,2.03086614478245
"80",3.03828264776537,6.7332187294818,8.29388338767918,6.14402855635327,2.02486879246743
"81",3.01875846393757,6.70962724760955,8.32699714231651,6.15970878419359,2.01888958977556
"82",2.99947005398156,6.68617975288472,8.35989885018032,6.17531314025105,2.01292847194921
"83",2.98041453774863,6.66287541824633,8.39258991083596,6.19084197697805,2.00698537263674
"84",2.96158907059488,6.63971341530909,8.42507171130802,6.20629564253445,2.00106022422561
"85",2.94299084293915,6.61669291535142,8.45734562667682,6.22167448129765,1.99515295812257
"86",2.92461707982667,6.59381309014364,8.48941302059063,6.23697883429249,1.9892635049889
"87",2.90646504049835,6.57107311264167,8.52127524570672,6.25220903955339,1.98339179493816
"88",2.88853201796539,6.54847215756726,8.5529336440722,6.26736543242946,1.97753775770198
"89",2.87081533858939,6.52600940189257,8.58438954745433,6.28244834584156,1.97170132276922
"90",2.85331236166771,6.50368402524431,8.61564427762791,6.29745811049884,1.96588241950249
"91",2.8360204790241,6.48149521023984,8.64669914662655,6.31239505508107,1.96008097723562
"92",2.81893711460441,6.45944214276619,8.67755545696345,6.32725950639235,1.9542969253552
"93",2.80205972407749,6.43752401221079,8.70821450182627,6.34205178949036,1.94853019336854
"94",2.785385794441,6.41574001165172,8.73867756525032,6.35677222779543,1.94278071096029
"95",2.76891284363227,6.39408933801359,8.76894592227322,6.37142114318216,1.93704840803946
"96",2.75263842014393,6.37257119219481,8.79902083907395,6.38599885605673,1.93133321477842
"97",2.73656010264452,6.35118477917039,8.82890357309873,6.4005056854219,1.925635061645
"98",2.72067549960371,6.32992930807451,8.85859537317561,6.41494194893177,1.919953879429
"99",2.70498224892232,6.30880399226577,8.88809747961969,6.4293079629378,1.91428959926376
"100",2.68947801756693,6.28780804937801,8.91741112433009,6.44360404252769,1.90864215264376
"101",2.6741605012091,6.266940701359,8.94653753088022,6.45783050155797,1.90301147143878
"102",2.65902742386911,6.24620117449877,8.97547791460212,6.4719876526815,1.89739748790515
"103",2.64407653756414,6.2255886994495,9.00423348266584,6.48607580737064,1.89180013469466
"104",2.62930562196089,6.20510251123806,9.03280543415455,6.50009527593672,1.88621934486138
"105",2.61471248403253,6.18474184927249,9.06119496013602,6.51404636754646,1.88065505186684
"106",2.60029495771999,6.16450595734344,9.08940324373098,6.52792939023581,1.8751071895837
"107",2.58605090359742,6.14439408362132,9.11743146017873,6.54174465092166,1.86957569229827
"108",2.57197820854191,6.12440548064981,9.14528077690048,6.55549245541164,1.86406049471206
"109",2.55807478540733,6.10453940533648,9.17295235356067,6.56917310841249,1.85856153194238
"110",2.54433857270221,6.08479511894082,9.20044734212651,6.5827869135371,1.85307873952236
"111",2.53076753427168,6.06517188706025,9.22776688692598,6.59633417331052,1.84761205340029
"112",2.51735965898345,6.04566897961437,9.25491212470448,6.609815189175,1.84216140993853
"113",2.50411296041762,6.02628567082776,9.28188418468038,6.6232302614944,1.83672674591196
"114",2.49102547656043,6.0070212392116,9.30868418859936,6.63657968955788,1.83130799850615
"115",2.47809526950182,5.98787496754432,9.33531325078794,6.64986377158314,1.82590510531521
"116",2.46532042513683,5.96884614285145,9.36177247820608,6.66308280471916,1.82051800433943
"117",2.45269905287061,5.94993405638478,9.38806297049907,6.6762370850487,1.81514663398271
"118",2.44022928532726,5.93113800360101,9.41418582004869,6.68932690759038,1.80979093304989
"119",2.42790927806224,5.91245728413997,9.4401421120237,6.70235256630063,1.80445084074386
"120",2.41573720927834,5.89389120180254,9.46593292442985,6.71531435407537,1.79912629666267
"121",2.4037112795453,5.87543906452823,9.49155932815918,6.7282125627516,1.79381724079654
"122",2.39182971152286,5.85710018437264,9.51702238703895,6.74104748310879,1.78852361352472
"123",2.38009074968726,5.83887387748472,9.54232315788003,6.75381940487026,1.78324535561245
"124",2.36849266006123,5.82075946408393,9.56746269052482,6.76652861670439,1.77798240820777
"125",2.35703372994729,5.80275626843741,9.59244202789473,6.77917540622585,1.77273471283835
"126",2.34571226766439,5.78486361883698,9.61726220603732,6.79176005999676,1.76750221140832
"127",2.33452660228788,5.76708084757627,9.64192425417295,6.80428286352778,1.76228484619506
"128",2.32347508339269,5.74940729092777,9.6664291947411,6.81674410127926,1.757082559846
"129",2.31255608079971,5.73184228911997,9.69077804344629,6.82914405666229,1.75189529537546
"130",2.30176798432535,5.7143851863145,9.71497180930366,6.84148301203985,1.74672299616141
"131",2.29110920353427,5.69703533058338,9.73901149468421,6.85376124872786,1.74156560594235
"132",2.2805781674951,5.67979207388631,9.76289809535965,6.86597904699632,1.73642306881412
"133",2.27017332453928,5.66265477204806,9.78663260054693,6.87813668607043,1.73129532922678
"134",2.25989314202294,5.64562278473592,9.81021599295251,6.89023444413168,1.72618233198146
"135",2.24973610609161,5.62869547543726,9.8336492488162,6.90227259831908,1.72108402222728
"136",2.23970072144804,5.61187221143725,9.85693333795474,6.91425142473031,1.71600034545828
"137",2.22978551112281,5.59515236379655,9.88006922380508,6.92617119842288,1.7109312475103
"138",2.21998901624778,5.57853530732923,9.90305786346728,6.93803219341542,1.70587667455804
"139",2.21030979583247,5.56202042058075,9.92590020774722,6.94983468268892,1.70083657311197
"140",2.20074642654316,5.54560708580604,9.94859720119887,6.961578938188,1.69581089001537
"141",2.19129750248469,5.52929468894774,9.9711497821664,6.9732652308222,1.69079957244142
"142",2.18196163498512,5.51308261961451,9.99355888282587,6.98489383046739,1.68580256789017
"143",2.17273745238295,5.49697027105946,10.0158254292267,6.99646500596703,1.68081982418571
"144",2.16362359981703,5.48095704015874,10.0379503413329,7.0079790251337,1.67585128947328
"145",2.15461873901912,5.46504232739018,10.0599345330639,7.01943615475039,1.67089691221636
"146",2.14572154810899,5.44922553681215,10.081778912335,7.03083666057206,1.66595664119391
"147",2.13693072139208,5.43350607604239,10.1034843810979,7.04218080732706,1.66103042549752
"148",2.12824496915972,5.41788335623712,10.1250518353808,7.05346885871869,1.65611821452865
"149",2.11966301749179,5.40235679207014,10.1464821653279,7.0647010774267,1.65121995799589
"150",2.11118360806182,5.38692580171214,10.1677762552388,7.07587772510889,1.6463356059122
"151",2.10280549794463,5.37158980681003,10.1889349836082,7.08699906240268,1.64146510859226
"152",2.0945274594262,5.35634823246653,10.2099592231645,7.09806534892676,1.63660841664974
"153",2.08634827981604,5.3412005072197,10.2308498409084,7.10907684328275,1.6317654809947
"154",2.07826676126185,5.32614606302276,10.2516076981513,7.12003380305685,1.62693625283095
"155",2.07028172056644,5.31118433522388,10.272233650554,7.13093648482156,1.62212068365343
"156",2.06239198900701,5.29631476254621,10.2927285481636,7.14178514413743,1.61731872524568
"157",2.05459641215663,5.28153678706791,10.313093235452,7.1525800355548,1.61253032967725
"158",2.04689384970793,5.26684985420242,10.3333285513528,7.16332141261558,1.60775544930121
"159",2.03928317529903,5.25225341267869,10.3534353292984,7.1740095278551,1.60299403675163
"160",2.03176327634156,5.2377469145217,10.3734143972572,7.18464463280388,1.59824604494111
"161",2.02433305385093,5.22332981503294,10.3932665777698,7.19522697798956,1.59351142705833
"162",2.01699142227859,5.20900157277109,10.4129926879853,7.20575681293872,1.58879013656563
"163",2.00973730934642,5.1947616495328,10.4325935396979,7.21623438617884,1.58408212719658
"164",2.00256965588325,5.18060951033354,10.4520699393823,7.22665994524017,1.57938735295363
"165",1.9954874156633,5.16654462338862,10.4714226882293,7.23703373665776,1.57470576810574
"166",1.98848955524667,5.15256646009428,10.4906525821815,7.24735600597336,1.57003732718604
"167",1.98157505382185,5.13867449500889,10.5097604119679,7.25762699773746,1.56538198498952
"168",1.97474290305014,5.12486820583429,10.5287469631393,7.26784695551128,1.56073969657075
"169",1.96799210691201,5.1111470733972,10.5476130161027,7.27801612186885,1.55611041724161
"170",1.96132168155538,5.09751058163078,10.5663593461553,7.28813473839901,1.55149410256902
"171",1.95473065514578,5.08395821755623,10.5849867235196,7.29820304570756,1.54689070837275
"172",1.94821806771837,5.07048947126461,10.6034959133763,7.30822128341929,1.54230019072321
"173",1.94178297103178,5.05710383589862,10.6218876758988,7.31818969018015,1.53772250593924
"174",1.93542442842381,5.04380080763462,10.640162766286,7.32810850365935,1.533157610586
"175",1.92914151466888,5.03057988566467,10.6583219347962,7.33797796055156,1.52860546147278
"176",1.92293331583724,5.0174405721787,10.6763659267794,7.34779829657903,1.52406601565094
"177",1.91679892915597,5.00438237234681,10.6942954827106,7.35756974649384,1.51953923041174
"178",1.91073746287169,4.99140479430162,10.7121113382224,7.36729254408006,1.51502506328434
"179",1.90474803611494,4.97850734912075,10.7298142241367,7.37696692215602,1.51052347203369
"180",1.89882977876627,4.96568955080943,10.7474048664976,7.38659311257652,1.50603441465851
"181",1.89298183132403,4.95295091628318,10.7648839866028,7.3961713462351,1.50155784938927
"182",1.8872033447737,4.94029096535056,10.7822523010353,7.40570185306635,1.49709373468621
"183",1.88149348045894,4.92770922069609,10.7995105216951,7.41518486204813,1.49264202923735
"184",1.87585140995417,4.91520520786323,10.8166593558303,7.42462060120396,1.48820269195651
"185",1.87027631493878,4.90277845523746,10.833699506068,7.43400929760528,1.48377568198142
"186",1.86476738707286,4.89042849402946,10.8506316704453,7.44335117737384,1.47936095867175
"187",1.8593238278745,4.87815485825839,10.86745654244,7.452646465684,1.47495848160725
"188",1.85394484859858,4.86595708473528,10.8841748110007,7.46189538676512,1.47056821058582
"189",1.8486296701171,4.85383471304649,10.9007871605771,7.47109816390396,1.46619010562169
"190",1.84337752280096,4.8417872855373,10.9172942711501,7.48025501944704,1.46182412694356
"191",1.8381876464032,4.82981434729557,10.9336968182616,7.48936617480308,1.45747023499276
"192",1.83305928994373,4.81791544613547,10.9499954730438,7.49843185044537,1.45312839042144
"193",1.82799171159546,4.80609013258141,10.9661909022488,7.50745226591425,1.44879855409079
"194",1.8229841785718,4.79433795985192,10.9822837682779,7.51642763981954,1.44448068706927
"195",1.81803596701566,4.78265848384373,10.9982747292101,7.52535818984298,1.44017475063081
"196",1.81314636188969,4.77105126311591,11.0141644388314,7.53424413274073,1.43588070625312
"197",1.808314656868,4.75951585887409,11.0299535466631,7.5430856843458,1.43159851561594
"198",1.80354015422913,4.74805183495478,11.0456426979903,7.55188305957059,1.42732814059933
"199",1.7988221647504,4.73665875780981,11.0612325338898,7.56063647240936,1.42306954328199
"200",1.79416000760355,4.7253361964908,11.0767236912588,7.56934613594076,1.41882268593959
"201",1.78955301025166,4.71408372263377,11.0921168028418,7.57801226233032,1.4145875310431
"202",1.78500050834737,4.70290091044385,11.1074124972588,7.58663506283302,1.41036404125713
"203",1.78050184563233,4.69178733668001,11.1226113990328,7.5952147477958,1.40615217943836
"204",1.77605637383793,4.68074258063997,11.1377141286166,7.60375152666014,1.40195190863387
"205",1.77166345258721,4.66976622414511,11.1527213024202,7.61224560796458,1.39776319207959
"206",1.76732244929803,4.65885785152554,11.1676335328376,7.62069719934733,1.3935859931987
"207",1.76303273908741,4.64801704960524,11.1824514282734,7.62910650754881,1.38942027560006
"208",1.75879370467707,4.63724340768722,11.1971755931696,7.63747373841425,1.38526600307669
"209",1.75460473630011,4.62653651753887,11.2118066280315,7.6457990968963,1.3811231396042
"210",1.75046523160888,4.61589597337735,11.2263451294541,7.6540827870576,1.37699164933932
"211",1.74637459558397,4.60532137185502,11.2407916901481,7.66232501207339,1.37287149661834
"212",1.74233224044431,4.59481231204504,11.2551468989656,7.67052597423417,1.36876264595566
"213",1.7383375855584,4.584368395427,11.2694113409259,7.67868587494827,1.36466506204232
"214",1.73439005735666,4.57398922587261,11.2835855972407,7.68680491474448,1.36057870974452
"215",1.7304890892448,4.56367440963158,11.2976702453394,7.69488329327475,1.35650355410218
"216",1.72663412151833,4.55342355531746,11.3116658588945,7.70292120931674,1.35243956032752
"217",1.72282460127806,4.54323627389361,11.3255730078462,7.71091886077655,1.34838669380361
"218",1.7190599823467,4.5331121786593,11.3393922584272,7.71887644469133,1.34434492008303
"219",1.71533972518646,4.52305088523581,11.3531241731876,7.72679415723193,1.3403142048864
"220",1.71166329681769,4.51305201155268,11.366769311019,7.73467219370562,1.33629451410109
"221",1.70803017073847,4.50311517783397,11.3803282271788,7.7425107485587,1.33228581377978
"222",1.70443982684527,4.49324000658468,11.3938014733146,7.75031001537922,1.32828807013916
"223",1.70089175135453,4.4834261225772,11.4071895974876,7.75807018689962,1.32430124955857
"224",1.69738543672524,4.47367315283783,11.420493144197,7.76579145499945,1.3203253185787
"225",1.69392038158248,4.46398072663343,11.4337126544029,7.77347401070806,1.31636024390024
"226",1.69049609064183,4.45434847545808,11.4468486655506,7.78111804420727,1.31240599238263
"227",1.68711207463486,4.4447760330199,11.4599017115932,7.78872374483408,1.30846253104275
"228",1.68376785023536,4.43526303522785,11.4728723230148,7.79629130108337,1.30452982705364
"229",1.68046293998664,4.42580912017869,11.4857610268539,7.8038209006106,1.30060784774328
"230",1.67719687222962,4.41641392814401,11.4985683467259,7.81131273023455,1.29669656059328
"231",1.67396918103186,4.40707710155725,11.5112948028458,7.81876697593999,1.29279593323769
"232",1.67077940611745,4.3977982850009,11.5239409120508,7.82618382288041,1.28890593346179
"233",1.66762709279776,4.38857712519374,11.5365071878225,7.83356345538076,1.28502652920083
"234",1.66451179190305,4.37941327097811,11.5489941403092,7.84090605694012,1.28115768853887
"235",1.66143305971493,4.37030637330732,11.5614022763483,7.8482118102345,1.27729937970756
"236",1.65839045789961,4.3612560852331,11.5737320994874,7.85548089711949,1.273451571085
"237",1.65538355344208,4.35226206189312,11.5859841100069,7.86271349863302,1.26961423119456
"238",1.65241191858095,4.34332396049864,11.598158804941,7.86990979499811,1.26578732870372
"239",1.64947513074422,4.33444144032208,11.6102566780997,7.87706996562556,1.26197083242294
"240",1.64657277248579,4.3256141626849,11.6222782200897,7.88419418911671,1.2581647113045
"241",1.64370443142273,4.31684179094531,11.6342239183356,7.89128264326619,1.25436893444144
"242",1.64086970017337,4.30812399048623,11.6460942571013,7.89833550506461,1.25058347106638
"243",1.63806817629615,4.2994604287032,11.6578897175106,7.90535295070133,1.24680829055048
"244",1.63529946222916,4.29085077499247,11.6696107775678,7.9123351555672,1.24304336240232
"245",1.6325631652305,4.28229470073906,11.6812579121788,7.91928229425729,1.23928865626683
"246",1.62985889731935,4.27379187930493,11.692831593171,7.92619454057362,1.23554414192425
"247",1.62718627521774,4.26534198601725,11.7043322893142,7.93307206752794,1.23180978928902
"248",1.62454492029307,4.25694469815671,11.7157604663404,7.93991504734441,1.22808556840878
"249",1.62193445850133,4.24859969494587,11.727116586964,7.9467236514624,1.22437144946333
"250",1.61935452033098,4.24030665753762,11.7384011109015,7.95349805053921,1.22066740276359
"251",1.61680474074763,4.23206526900372,11.7496144948918,7.96023841445277,1.21697339875059
"252",1.61428475913924,4.22387521432336,11.7607571927154,7.96694491230448,1.21328940799446
"253",1.61179421926214,4.2157361803718,11.7718296552141,7.97361771242184,1.20961540119345
"254",1.60933276918762,4.20764785590913,11.7828323303103,7.98025698236126,1.20595134917295
"255",1.60690006124924,4.19960993156898,11.7937656630264,7.9868628889108,1.20229722288446
"256",1.60449575199076,4.19162209984746,11.8046300955038,7.99343559809287,1.19865299340471
"257",1.60211950211468,4.18368405509201,11.8154260670221,7.999975275167,1.19501863193462
"258",1.59977097643148,4.17579549349038,11.8261540140175,8.00648208463257,1.19139410979841
"259",1.59744984380943,4.16795611305973,11.8368143701023,8.01295619023153,1.18777939844264
"260",1.59515577712503,4.16016561363567,11.8474075660828,8.01939775495118,1.18417446943526
"261",1.59288845321411,4.15242369686147,11.8579340299782,8.02580694102685,1.18057929446473
"262",1.59064755282343,4.14473006617731,11.8683941870389,8.03218390994466,1.17699384533909
"263",1.58843276056296,4.13708442680954,11.8787884597646,8.03852882244427,1.17341809398506
"264",1.58624376485873,4.12948648576007,11.8891172679226,8.04484183852158,1.16985201244713
"265",1.58408025790624,4.12193595179578,11.8993810285657,8.05112311743145,1.16629557288671
"266",1.58194193562443,4.11443253543803,11.9095801560501,8.05737281769046,1.1627487475812
"267",1.57982849761027,4.1069759489522,11.9197150620534,8.06359109707961,1.1592115089232
"268",1.57773964709387,4.09956590633728,11.9297861555916,8.06977811264706,1.15568382941956
"269",1.57567509089414,4.09220212331555,11.9397938430374,8.07593402071082,1.15216568169062
"270",1.573634539375,4.08488431732235,11.9497385281371,8.08205897686151,1.1486570384693
"271",1.57161770640213,4.07761220749582,11.9596206120279,8.08815313596502,1.14515787260027
"272",1.56962430930028,4.07038551466679,11.9694404932555,8.09421665216527,1.14166815703919
"273",1.56765406881102,4.06320396134867,11.9791985677905,8.10024967888691,1.1381878648518
"274",1.56570670905113,4.05606727172743,11.9888952290459,8.10625236883799,1.13471696921318
"275",1.5637819574714,4.04897517165164,11.9985308678938,8.11222487401274,1.13125544340692
"276",1.56187954481599,4.04192738862256,12.0081058726817,8.11816734569418,1.12780326082431
"277",1.55999920508223,4.03492365178425,12.0176206292497,8.12407993445688,1.12436039496359
"278",1.55814067548103,4.02796369191385,12.0270755209468,8.12996279016963,1.12092681942915
"279",1.55630369639763,4.02104724141177,12.0364709286468,8.13581606199816,1.11750250793074
"280",1.55448801135296,4.01417403429204,12.0458072307653,8.14163989840779,1.11408743428276
"281",1.55269336696538,4.00734380617271,12.0550848032755,8.14743444716613,1.11068157240344
"282",1.55091951291293,4.00055629426627,12.0643040197242,8.15319985534577,1.10728489631412
"283",1.54916620189609,3.99381123737009,12.0734652512477,8.15893626932696,1.10389738013854
"284",1.54743318960087,3.98710837585708,12.0825688665879,8.16464383480026,1.10051899810204
"285",1.5457202346625,3.98044745166616,12.0916152321079,8.17032269676923,1.09714972453089
"286",1.54402709862946,3.97382820829304,12.1006047118075,8.1759729995531,1.09378953385151
"287",1.542353545928,3.96725039078085,12.109537667339,8.18159488678944,1.09043840058985
"288",1.54069934382708,3.96071374571094,12.1184144580221,8.18718850143678,1.08709629937056
"289",1.53906426240376,3.9542180211937,12.12723544086,8.19275398577729,1.0837632049164
"290",1.53744807450898,3.94776296685944,12.1360009705537,8.19829148141946,1.08043909204749
"291",1.53585055573378,3.9413483338493,12.1447113995178,8.20380112930068,1.07712393568063
"292",1.53427148437593,3.93497387480627,12.1533670778954,8.20928306968995,1.07381771082863
"293",1.53271064140699,3.92863934386619,12.1619683535727,8.21473744219047,1.07052039259964
"294",1.53116781043976,3.92234449664887,12.1705155721938,8.2201643857423,1.06723195619646
"295",1.52964277769607,3.91608909024921,12.179009077176,8.22556403862497,1.06395237691592
"296",1.52813533197509,3.90987288322841,12.1874492097237,8.23093653846012,1.06068163014818
"297",1.52664526462193,3.9036956356052,12.1958363088433,8.23628202221412,1.05741969137613
"298",1.52517236949664,3.89755710884715,12.2041707113574,8.24160062620065,1.0541665361747
"299",1.52371644294362,3.89145706586204,12.2124527519194,8.24689248608338,1.05092214021026
"300",1.52227728376138,3.8853952709892,12.2206827630275,8.2521577368785,1.04768647923998
"301",1.5208546931727,3.87937148999102,12.2288610750387,8.25739651295737,1.04445952911122
"302",1.51944847479511,3.87338549004444,12.2369880161833,8.26260894804909,1.04124126576088
"303",1.51805843461175,3.86743703973249,12.2450639125782,8.26779517524312,1.03803166521483
"304",1.51668438094263,3.86152590903587,12.2530890882413,8.27295532699182,1.03483070358728
"305",1.51532612441618,3.85565186932466,12.2610638651051,8.27808953511308,1.03163835708017
"306",1.51398347794117,3.84981469334997,12.2689885630301,8.28319793079285,1.02845460198262
"307",1.51265625667899,3.84401415523571,12.2768634998187,8.28828064458774,1.0252794146703
"308",1.51134427801627,3.83825003047038,12.2846889912283,8.29333780642758,1.02211277160487
"309",1.51004736153779,3.83252209589892,12.2924653509852,8.29836954561797,1.01895464933341
"310",1.50876532899978,3.82683012971463,12.3001928907975,8.30337599084283,1.0158050244878
"311",1.50749800430352,3.82117391145106,12.3078719203683,8.30835727016697,1.01266387378424
"312",1.50624521346925,3.81555322197405,12.3155027474092,8.31331351103861,1.00953117402261
"313",1.50500678461044,3.80996784347373,12.3230856776529,8.31824484029193,1.00640690208596
"314",1.50378254790833,3.80441755945663,12.3306210148662,8.3231513841496,1.00329103493995
"315",1.50257233558679,3.79890215473782,12.3381090608634,8.3280332682253,1.0001835496323
"316",1.50137598188755,3.79342141543305,12.3455501155181,8.33289061752624,0.997084423292264
"317",1.5001933230456,3.78797512895101,12.3529444767769,8.33772355645569,0.993993633130081
"318",1.49902419726507,3.78256308398556,12.3602924406712,8.34253220881547,0.990911156436463
"319",1.49786844469523,3.77718507050811,12.3675943013303,8.34731669780846,0.987836970582061
"320",1.4967259074069,3.77184087975992,12.3748503509935,8.3520771460411,0.98477105301695
"321",1.4955964293691,3.76653030424453,12.3820608800225,8.35681367552586,0.981713381270117
"322",1.49447985642601,3.76125313772022,12.3892261769137,8.36152640768377,0.97866393294895
"323",1.49337603627417,3.75600917519249,12.3963465283105,8.36621546334686,0.975622685738738
"324",1.49228481844002,3.7507982129066,12.4034222190152,8.37088096276065,0.972589617402169
"325",1.49120605425767,3.74562004834019,12.4104535320013,8.37552302558659,0.969564705778838
